index,ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,price_per_piece,amazon_rating
5264,7-12,77.88,2.0,603.0,5.0,Jump aboard the luxury Sunshine Catamaran with friends!,41317,"Take a luxury cruise on the LEGO® Friends Sunshine Catamaran, with a sun deck, pool, bridge, slide, spiral stairs, garage and sliding doors into the living quarters. Lift the top off the boat for easy access to the kitchen, bedrooms and lounge with a clear bottom. Use the personal water scooter to pull the banana boat or inflatable ring, and play with the friendly dolphin all day long. Includes 3 mini-doll figures and 2 dolphin figures.
Includes 3 mini-doll figures: Olivia, Stephanie and Liam, plus Sheen and Sapphire the dolphin figures.
Features a 3-level catamaran, personal water scooter and a banana boat.
Catamaran features a sun deck with 2 sun loungers and a pool, bridge with steering controls and a seating area, slide into and spiral stairs up from the water, opening garage for the personal water scooter, and living quarters with a kitchen, bedrooms and lounge with sofa and transparent-brick floor.
Accessory elements include an inflatable ring, life preservers, flippers, ice creams, popsicle, baskets, newspaper, smartphone and an mp3 player.
Take a luxury vacation on the LEGO® Friends Catamaran and enjoy the pool on deck.
Take the top off the boat to play in the living quarters and see the clear bottom in the lounge.
Have fun with friends on the banana boat or inflatable ring towed by the personal water scooter.
Make friends with the dolphins as they swim alongside the catamaran.
LEGO® Friends Sunshine Catamaran does not float on water.
Catamaran with sail measures over 12” (32cm) high, 11” (29cm) long and 6” (17cm) wide.
Personal water scooter measures over 1” (5cm) long and 1” (3cm) wide, and under 1” (2cm) high.
Banana boat measures over 3” (10cm) long and under 1” (2cm) high and 1” (1cm) wide.",Challenging,Sunshine Catamaran,4.5,Friends,5.0,DN,0.1291542288557214,4.8
5265,6-12,77.88,8.0,622.0,4.6,Make cakes ready for a party at Stephanie’s House!,41314,"Explore and play in LEGO® Friends Stephanie’s House, featuring a kitchen with bay window, opening fridge and oven, lounge with television and spiral staircase up to a bedroom with curved balcony, shower room and an office. Share friendship moments on the swing chair on the porch, and look after the baby rabbit in his hutch. Includes three mini-doll figures plus a baby rabbit figure.
Includes three mini-doll figures: Stephanie, dad James and mom Alicia, plus Chili the baby rabbit figure.
Features a modular two-story house with a kitchen, porch, lounge, spiral staircase, bedroom, bathroom, office and a rabbit hutch.
Downstairs features an opening front door, hallway with opening door, kitchen with bay window, opening oven, hob, cooker hood, sink and table with chair and window seat, and a lounge with opening door, sofa, coffee table and a TV.
Upstairs features a bedroom with bed, desk and opening door to a curved balcony, a shower room with toilet, shower and basin, and an office with desk, swivel chair and a laptop.
Outside area features a porch with swing chair to seat three mini-dolls, mailbox and a rabbit hutch.
Accessory elements include a cake, two cupcakes, frying pan, three plates, bowl, kitchen utensils, storage jar, buildable vacuum cleaner, shampoo bottle, perfume bottle, brush, two magazines, basket, carrot, flowers and a vase.
Buildand customize this beautiful, modular house with stained glass windows.
Get busy in the kitchen with Stephanie making tasty treats for all her friends.
Help mom Alicia feed the baby rabbit while dad James vacuums the lounge.
Climb the open spiral staircase and head to the balcony to watch out for guests arriving or share friendship moments on the swing chair in the porch.
This set offers an age-appropriate build and play experience for ages 6-12.
Stephanie's House measures over 8” (22cm) high, 9” (25cm) wide and 10” (27cm) deep.
Rabbit hutch measures over 1” (3cm) high, 1” (3cm) wide and 1” (3cm) deep.",Average,Stephanie's House,4.1,Friends,3.3,DN,0.12520900321543407,4.7
5266,6-12,77.88,7.0,722.0,4.6,Plot mission after mission together at the Friendship House!,41340,"The LEGO® Friends Friendship House is the ultimate base for special moments between the friends of Heartlake City—whether starting adventures or enjoying some downtime. This popular kids’ toy features a kitchen, living room with craft table, bedroom with double-sided TV screen, terrace with speakers, barbecue, hot tub, juice bar and a lookout tower on the roof. Outside, there's a swing, a bike with a trailer full of tools and lots of cool features in this converted fire station building including a working pulley, alarm, pole, slide and a garage with opening door. Includes 3 mini-dolls plus 3 animal figures.
Includes Olivia, Emma and Andrea mini-doll figures, plus Dash the dog, Rumble the hamster and Cinnamon the bunny figures.
Features a 4-story converted fire station building with a garage, kitchen, living area, bedroom, roof terrace, performance terrace, side balcony with barbecue, working pulley system, mailbox, spinning fireman's pole and a slide, plus a friendship tree with swing and a bicycle with trailer.
Garage features a hamster wheel and tube system.
Kitchen features a refrigerator, microwave, sink, cooker and worktop.
Living room features a craft table with 5 stools and opening cupboards.
Bedroom features 5 beds and a double-sided TV screen/secret mission screen.
Roof terrace features a hot tub, juice bar, music dock and a lookout tower with ladder and telescope.
Accessory elements include 2 walkie-talkies, tools, guitar, popcorn, pizza, teapot, washing-up liquid bottle, craft box, scissors, artwork tiles, 5 fabric blankets, mp3 player, cocktail glasses and a carrot.
Hangout at the Friendship House with the girls from Heartlake City and enjoy a relaxing day listening to music in the hot tub, doing crafts with Emma, or cheering on Andrea’s latest musical performance with this popular kids’ toy.
Use the working pulley to help lift supplies into the house.
Jump into action when a mission comes in, spin the TV in the bedroom around to see the secret mission screen, and formulate a plan to save the day!
Slide down the fireman's pole, jump on the bike and speed off with Olivia’s trailer full of tools.
Watch the hamster go round on his wheel, give the dog a little swing under the friendship tree, and feed the bunny a juicy carrot.
Suitable for 6-12 years.
Friendship House measures over 11” (30cm) high, 9” (24cm) wide and 4” (12cm) deep.
Friendship tree measures over 3” (10cm) high, 7” (19cm) wide and 1” (3cm) deep.
Bicycle with trailer measures over 3” (10cm) long, 1” (4cm) wide and under 1” (1cm) high.
Park 41330 Olivia's Mission Vehicle in the garage, ready for even speedier rescue missions!",Average,Friendship House,4.1,Friends,4.0,DN,0.10786703601108033,4.8
5267,6-12,71.88,5.0,575.0,5.0,Train for the next big horse show at the Heartlake Riding Club!,41126,"Train and care for horses at the LEGO® Friends Heartlake Riding Club with rotating exerciser and adjustable-height jump. There's a stable for each horse, a changing room, cafeteria, loft bedroom and a range of riding and horse-care accessory elements. Includes Mia and Stephanie mini-doll figures, plus 2 horses and a mouse.
Includes Mia and Stephanie mini-doll figures in riding gear, plus a mouse and 2 horses: 1 black and 1 white with brown markings.
Features a 2-story stable building with turning weather vane and a yard with rotating horse exerciser, practice jump with 2 height options, feeding and drinking trough, and a grooming station.
First floor features 2 stables with opening doors, archway with trophy display, and a changing room with swing doors, toilet, sink and a helmet stand.
Second floor features opening windows, a cafeteria with table and benches for mealtimes, a loft area with 2 beds and a mouse house.
Riding accessory elements include helmets, bridles, saddles, horse blankets and trophies.
Grooming and feeding accessory elements include brushes, combs, 3 horse soap bottles, hair bows, bucket, fork, hay, apple and a carrot.
Dining accessory elements include cups, plate, bowl, 4 cherry pie slices, 2 watermelon slices, water bottle and cheese for the mouse.
Turn the revolvingexerciser to warm up the horses, then set the practice jump to the right height.
Take off the saddles and bridles and put blankets on the horses after a hard day of training.
Relax with friends in the cafeteria and enjoy a slice of cherry pie and a cup of hot chocolate.
This set offers an age-appropriate building experience for ages 6-12.
Horse Stables measure over 6” (17cm) high, 12” (32cm) wide and 5” (14cm) deep.
Combine with the 41123 Foal's Washing Station and 41125 Horse Vet Tra iler to add to the Riding Club's facilities.",Average,Heartlake Riding Club,5.0,Friends,5.0,DN,0.1250086956521739,4.8
5268,8-12,65.88,3.0,585.0,3.3,Get into winter sports with friends at the snow resort!,41324,"The LEGO® Friends Snow Resort Ski Lift is the ultimate winter sports resort for the friends from Heartlake City. Enjoy the mountaintop restaurant, working ski lift, ski slope sliding function, rock climbing wall, ski hire stand, trail map and the little bear with his own slope and mountain cave. There are enough activities to keep you busy all winter! Includes 2 mini-doll figures, plus a bear cub figure.
Includes Mia and Olivia mini-doll figures in skiing outfits, plus a Biscuit the bear cub figure.
Features a ski lift with winch function, ski slope with slide function, mountaintop restaurant with service counter, table and benches, rock climbing wall, bear cub cave, mini slope, equipment hire stand and a trail map stand.
Accessory elements include a snowboard, skis, ski poles, binoculars, pie, sandwich, hot dog, cup, menu and a map.
Warm up in the restaurant with a hot chocolate or hot dog.
Slide down the ski slope and use the ski lift winch function to get back to the top.
Play with the friendly bear cub and help him slide down the icy slope.
Have a go at rock climbing or look at the map and explore a mountain trail.
Ski resort including lift and slope measures over 7” (20cm) high, 15” (39cm) wide and 9” (24cm) deep.
Equipment hire stand measures over 3” (8cm) high, 3” (9cm) wide and 1” (3cm) deep.
Trail map stand measures over 2” (7cm) high, 1” (3cm) wide and 1” (3cm) deep.
Mini slope measures over 1” (3cm) high, 2” (6cm) wide and 1” (4cm) deep.",Average,Snow Resort Ski Lift,3.7,Friends,3.7,DN,0.1126153846153846,4.7
5269,7-12,59.88,,488.0,,Set up camp with Mia’s luxury camper van!,41339,"LEGO® Friends Mia’s Camper Van makes camping with friends a dream! Lift off the roof of this cool toy for kids for easy access to the kitchen and bathroom inside, flip open the lid of the upstairs sleeping area, put up the canopy and get to work on the tent with 2 beds inside. There's also a picnic table, an inflatable dinghy and a friendly horse for endless outdoor adventures! Includes 2 mini-dolls and a horse figure.
Includes Mia and Stephanie mini-doll figures, plus an Aria the horse figure.
Features a camper van with opening roof, a cab to fit 2 mini-dolls, bathroom with toilet and basin, kitchen with refrigerator, cooker, sink and dining area, folding canopy, upstairs sleeping area with opening roof, a separate tent with 2 beds, plus a picnic bench and an outside area with tree, signposts and feeding station for the horse.
Accessory elements include an inflatable dinghy, riding helmet, 2 walkie-talkies, 2 hot dogs, fruit bowl with fruit, ‘I love Heartlake City’ mug, cup, drinking bottle, frying pan, hairbrush, perfume bottle and a basket.
Drive the camper van and find the perfect spot to set up camp with Mia and Stephanie.
Remove the camper van roof for easy play inside.
Prepare delicious hot dogs in the kitchen and enjoy them outside under the folding canopy of this cool toy for kids.
Tuck the mini-dolls into their beds in the sleeping area or tent camp beds.
Put on the helmet and take the horse on an adventure through the surrounding countryside, or take the inflatable dinghy out for a ride!
Suitable for ages 6-12.
Camper van measures over 5” (13cm) high, 8” (22cm) long and 4” (11cm) wide.
Tent measures over 1” (5cm) high, 2” (6cm) wide and 2” (6cm) deep.
Inflatable dinghy measures over 3” (9cm) wide, 1” (5cm) deep and under 1” (1cm) high.",,Mia's Camper Van,,Friends,,DN,0.1227049180327869,4.8
5270,6-12,53.88,6.0,589.0,4.8,Enjoy swimming in the sunshine at the Heartlake Summer Pool!,41313,"The LEGO® Friends Heartlake Summer Pool is the place to be when the sun is shining, with a long slide into the water, springing diving board and a swim-up bar for a refreshing drink. There’s an outdoor shower behind the aquarium as well as a block with restroom, lifeguard stand, and a hot tub with day bed for a truly relaxing experience. Includes two mini-doll figures.
Includes Andrea and Martina mini-doll figures.
Features a swimming pool, hot tub and day bed area, restroom and a lifeguard stand
Swimming pool features a wavy slide, springing diving board, rubber ring, air mattress, aquarium, shower, TV screen, two speakers, fountain, a swim-up bar and steps down to the hot tub area.
Restroom features opening swing doors, toilet, sink and an opening locker.
Accessory elements include a ball, glasses, cherries, pineapple, bill, newspaper, basket and an ice cream.
Help Andrea spring off the diving board into the pool!
Have fun on the slide over and over again, then swim up to the bar for a juice.
Find a quiet spot in the relaxing hot tub and day bed area.
This set offers an age-appropriate build and play experience for ages 5-12.
Combine with the 41312 Heartlake Sports Center for the ultimate leisure experience.
Summer Pool with swim-up bar measures over 7” (18cm) high, 9” (24cm) wide and 9” (23cm) deep.
Hot tub and day bed area measures over 2” (7cm) high, 4” (12cm) wide and 1” (4cm) deep.
Toilet block measures over 3” (9cm) high, 2” (6cm) wide and 1” (4cm) deep.
Lifeguard stand measures over 2” (7cm) high, 1” (3cm) wide and 1” (3cm) deep.",Easy,Heartlake Summer Pool,4.5,Friends,4.0,DN,0.09147707979626486,4.8
5271,6-12,41.88,1.0,460.0,4.0,Show off your sporting prowess at the Sports Arena!,41338,"LEGO® Friends Stephanie’s Sports Arena features 2 cool game functions to keep sports fans playing with this cool children’s toy all day long. There’s a tennis court with a moving ball function and a basketball arena with shooting function. In the main building, there's an entrance hall, souvenir shop, taco bar and a spectator stand, plus 2 floodlights. Includes 2 mini-dolls.
Includes Stephanie and Vicky mini-doll figures.
Features a 2-story building with a scoreboard, main entrance downstairs, souvenir shop upstairs and a hinged spectator stand and taco bar to either side, a tennis game with moving ball function, a basketball game with shooting function, plus 2 non-functioning floodlights.
Accessory elements include 2 tennis rackets, basketball, trophy, drinks bottle, ‘I love Heartlake City' mug, taco, sauce bottle, bill, coin, ticket, megaphone and a baseball cap.
Use the cool functions on this great children’s toy to play basketball and tennis in the Sports Arena.
Buy souvenirs and flags in your team colors from the shop.
Help Stephanie battle it out on the tennis court against her rival Vicky to win the trophy.
See how many times you can shoot the basketball into the net.
Head to the bar to buy a delicious taco and a drink, then take them over to the spectator stand to enjoy the sporting action.
Suitable for ages 6-12.
Sports arena with spectator stand and taco bar measures over 7” (18cm) high, 8” (22cm) wide and 3” (8cm) deep.
Tennis court measures over 1” (5cm) high, 4” (12cm) wide and 3” (9cm) deep.
Basketball arena measures over 3” (10cm) high, 3” (8cm) wide and 5” (13cm) deep.
Combine with 41330 Stephanie's Soccer Practice to extend the sporting action.",Average,Stephanie's Sports Arena,4.0,Friends,1.0,DN,0.09104347826086957,4.9
5272,7-12,41.88,4.0,402.0,5.0,Stay cozy and warm in the beautiful log cabin!,41323,"The LEGO® Friends Snow Resort Chalet has an outdoor hot tub, kitchen and a lounge area with log fire. Upstairs there’s a bedroom with 3 beds, vanity and a dog bed. There’s also a cool snowmobile for exploring and a cute husky puppy to look after. Includes 2 mini-doll figures.
Includes Andrea and Amy mini-doll figures in winter outfits, plus a Luna the husky figure.
Features a 2-story log cabin with outdoor hot tub, kitchen, lounge area with fireplace, dining area with table and chairs, upstairs bedroom with 3 beds and a snowmobile.
Accessory elements include skis, wooden trunk, cups, pot, cheese, croissant, board game, snow resort flyer, mobile phone, action camera, perfume bottles, dog food and a map.
Have fun in the hot tub at the Snow Resort Chalet with Andrea and Amy.
Sit Luna on the snowmobile and take it out for a spin.
Make a meal in the kitchen and enjoy it in front of the log fire.
Chalet measures over 5” (15cm) high, 6” (16cm) wide and 5” (15cm) deep.
Snowmobile measures over 1” (4cm) high, 4” (11cm) long and 1” (3cm) wide.",Average,Snow Resort Chalet,5.0,Friends,4.5,DN,0.10417910447761194,4.9
5273,6-12,41.88,,370.0,,Chill out with frozen yogurt at Heartlake’s coolest hangout!,41320,"The LEGO® Friends Heartlake Frozen Yogurt Shop comes with a frozen yogurt machine with self-serve function, bar with a choice of toppings, weighing scales, phone to take orders, inside seating area and outside table with a parasol. There’s also a drive thru with ordering station and a cool yellow car with room to carry your frozen yogurt on the back. Includes 2 mini-doll figures.
Includes Olivia and Julian mini-doll figures.
Features a frozen yogurt shop with a self-serve machine, toppings bar, weighing scales, phone, table and chairs, drive thru with ordering point, outside table with parasol and a car.
Accessory elements include a range of toppings, sauce bottles, glasses, bowls and cones.
Drive with Olivia to the frozen yogurt shop and place your order at the order point.
Help Julian run the shop, taking orders over the phone and chatting to customers.
Use the machine with self-serve function to serve the frozen yogurt and then choose from all the delicious toppings at the bar.
Frozen yogurt shop with drive thru measures over 5” (15cm) high, 11” (28cm) wide and 4” (12cm) deep.
Car measures over 1” (3cm) high, 3” (9cm) long and 1” (5cm) wide.",,Heartlake Frozen Yogurt Shop,,Friends,,DN,0.1131891891891892,5.0
5274,6-12,41.88,3.0,326.0,4.0,Have fun playing at Heartlake City Playground with Mia and Sienna!,41325,"Designed by 9 year old Sienna – winner of the LEGO® Friends Designer contest.
LEGO® Friends Heartlake City Playground is the perfect place to have a blast with your besties. Centered around a tree house, it includes a climbing wall with colored holds and a twister slide. Push the functioning swings to make them go back and forth, spin the merry-go-round and make the 2 mini-doll figures go up and down on the seesaw. Help them take a seat on the benches as they watch Pippa the dog stretch her legs, then use the walkie-talkies to invite more friends to come out and play!
Includes Mia and Sienna mini-doll figures, plus a Pippa the dog figure.
Features a tree house playground with slide, climbing wall, swings, merry-go-round, seesaw, hopscotch, monkey bars, benches, fountain and an ice cream cart.
Accessory elements include 2 walkie-talkies, ice cream, popsicle and a coin.
Meet up with friends at the playground and have fun pushing the swings, spinning the merry-go-round and working the seesaw!
Climb up the climbing wall to the tree house and enjoy the view from up high.
Buy an ice cream from the cart and enjoy it as you relax by the fountain.
This set is suitable for ages 6-12.
Playground measures over 7” (19cm) high, 9” (23cm) wide and 4” (12cm) deep.",Challenging,Heartlake City Playground,3.7,Friends,3.0,DN,0.12846625766871167,4.8
5275,6-12,32.4,2.0,351.0,5.0,Climb up to the tree house and help Mia settle in!,41335,"This LEGO® Friends Mia’s Tree House construction toy is packed with features and details to create hours of fun for Mia, her brother, and any friends who might come to visit. There’s a folding ladder, scramble net and a zip wire for access to and from the second floor, plus a water gun, a book of ghost stories, artwork tiles, board game, pizza, sports equipment, Mia's skateboard and much more inside. Includes 2 mini-dolls plus 2 animal figures.
Includes Mia and Daniel mini-doll figures, plus Mimì the bunny and Cinnamon the bird figures.
Features a tree house accessed by ladder or scramble net, attic with opening roof and storage box, tree trunk with storage box and a bunny house.
Accessory elements include a skateboard, water gun, torch, ghost stories book, artwork tiles, pizza, ‘I love Heartlake City' mug, board game, map of Heartlake City Park, boomerang, love letter tile, ball, bird nest, egg and a carrot.
Whizz down the zip wire and then scramble back up the net to the tree house.
Prepare an exciting night in for Mia’s friends with ghost stories by torchlight, board games and pizza, then discover Daniel’s box of belongings in the attic!
Take the skateboard for a spin in Heartlake City Park, or have fun outside the tree house with the sports equipment with this great construction toy.
Help animal-lover Mia look after her pet bunny in her house and the cute little bird nesting in the tree.
Suitable for ages 6-12.
Tree house measures over 6” (16cm) high, 6” (17cm) wide and 6” (16cm) deep.
Bunny house measures over 1” (3cm) high, 1” (4cm) wide and 1” (3cm) deep.",Challenging,Mia's Tree House,5.0,Friends,5.0,DN,0.0923076923076923,4.8
5276,6-12,30.0,3.0,378.0,4.7,Get inspired with Emma at her favorite Art Café!,41336,"LEGO® Friends Emma’s Art Café is where the people of Heartlake City meet up and get creative over a bite to eat. The iconic design of this fun toy features a giant panini on the roof, while inside is a panini machine, coffee machine, seating area and cash register. There's also an outside art area that is hinged so it can be moved around, and a bench full of paints for the resident graffiti artist. Includes 2 mini-doll figures.
Includes Emma and Prankzy mini-doll figures.
Features a café with hinged art area, panini machine, coffee machine, cash register, seating area, opening shutters, artwork, price list and a bench outside.
Accessory elements include paint bottles, spray paint bottle, palette, paintbrush, cake, cupcakes, paninis, ‘I love Heartlake City' mug, bill and a coin.
Head to the Art Café and see Prankzy's graffiti masterpiece on the wall outside.
Toast a panini in the machine and check the price list before paying at the cash register with this fun toy.
Enjoy coffee and cake with Emma as she thinks about new ideas for her latest art project.
Suitable for ages 6-12.
Art Café measures over 6” (16cm) high, 7” (19cm) wide and 7” (19cm) deep.",Average,Emma's Art Café,2.7,Friends,3.3,DN,0.07936507936507936,4.7
5277,6-12,30.0,1.0,229.0,5.0,Put on a show in the park with Andrea and Pepper!,41334,"This LEGO® Friends Andrea’s Park Performance toy for girls and boys includes a stage with 2 different sets. Put on a puppet show with moving puppet function or rotate the stage background to give a musical performance featuring a piano with moving keys. There are park benches for the audience and a hot dog stand selling food and water. Includes 2 mini-doll figures, plus a baby and a bird figure.
Includes Andrea and Steve mini-doll figures, plus Diana the baby and Pepper the bird figures.
Features a stage with 2 different sets featuring a puppet show with moving puppets or a piano with keys that can be pressed, plus 2 benches, a hot dog stand and a stroller.
Accessory elements include a microphone, balloon, hot dog, price list, bill, baby feeding bottle and a Heartlake City Park map.
Help the dad take his newborn baby for a walk in the stroller, before taking a seat for the super fun puppet show!
Press the piano keys behind the scenes to make the puppets move.
Spin the background around to change the stage set.
Pretend to play the piano as Andrea and Pepper give an amazing musical performance with this fun toy for girls and boys.
Suitable for ages 6-12.
Stage measures over 3” (10cm) high, 4” (12cm) wide and 2” (6cm) deep.
Hot dog stand measures over 2” (7cm) high, 1” (5cm) wide and under 1” (1cm) deep.
Combine with 41331 Stephanie's Soccer Practice, 41332 Emma’s Art Stand, 41333 Olivia’s Mission Vehicle and 41335 Mia’s Tree House for more fun in Heartlake City Park.",Average,Andrea's Park Performance,5.0,Friends,5.0,DN,0.13100436681222707,4.9
5278,6-12,30.0,2.0,307.0,5.0,Glide across the ice and show off your skills!,41322,"Take to the ice with the LEGO® Friends Snow Resort Ice Rink, featuring an outdoor rink with opening doors, hockey goals and a seating area. Give a performance on the revolving stage at the skating lodge, hire hockey and skating equipment and buy yourself a treat at the pretzel shop. There’s even a tree where a friendly bunny lives. Includes 2 mini-doll figures.
Includes Stephanie and Nate mini-doll figures in ice-skating outfits, plus a Moka the bunny figure.
Features an ice rink with opening doors and removable hockey goals, and a skating lodge with a revolving stage area, pretzel shop and a place to hire skating/hockey equipment.
Accessory elements include ice skates, hockey sticks, puck, saxophone, microphone, mugs, pretzel, croissant and a carrot.
Open the doors to the outdoor ice rink and show off Stephanie’s skating skills.
Meet friends for a freshly baked pretzel and meet the friendly bunny.
Add the hockey goals to get the rink ready for some sporting action.
Help Nate put on a performance with the saxophone or microphone, and turn the revolving stage for an extra special show.
Ice rink measures over 1” (5cm) high, 4” (12cm) wide and 3” (9cm) deep.
Skating lodge measures over 4” (12cm) high, 7” (19cm) wide and 1” (4cm) deep.",Average,Snow Resort Ice Rink,4.5,Friends,4.5,DN,0.09771986970684039,4.8
5279,6-12,30.0,1.0,309.0,5.0,Cruise in style to the hottest beach party in town!,41316,"LEGO® Friends Andrea’s Speedboat Transporter is the coolest way to cruise the Heartlake coastline by land or sea. The sporty beach car has a trailer and rope for towing, and the speedboat has steering controls and a turning propeller. Enjoy the party scene with a juice bar, beach area, sun loungers and a barbecue. Includes 2 mini-doll figures and a turtle figure.
Includes Andrea and Emma mini-doll figures, plus a Bubbles the turtle figure.
Features a speedboat with steering controls and turning propeller, beach car with trailer, and a party scene with juice bar, blender, 2 sun loungers, parasol and a barbecue.
Accessory elements include a guitar, juice glasses, pineapple, bananas, sausages, hot dog buns basket and a magazine tile.
Drive the coastline in the cool, sporty beach car in search of the perfect launch.
Discover Heartlake sea life in the speedboat and make friends with the turtle.
Pull up to the beach party and enjoy hot dogs from the barbecue.
Speedboat does not float on water.
Speedboat measures over 1” (4cm) high, 4” (11cm) long and 2” (6cm) wide.
Car measures over 1” (3cm) high, 3” (10cm) long and 1” (5cm) wide.
Trailer measures over 4” (12cm) long and 2” (6cm) wide, and under 1” (2cm) high.
Party scene measures over 3” (9cm) high, 4” (12cm) wide and 3” (9cm) deep.
Combine with other LEGO® Friends beach sets as the perfect way to get from the 41315 Beach Shop to the 41317 Catamaran.",Easy,Andrea's Speedboat Transporter,5.0,Friends,5.0,DN,0.0970873786407767,4.8
5280,6-12,30.0,7.0,289.0,3.8,Enjoy pizza with friends at Heartlake’s Italian restaurant!,41311,"The LEGO® Friends Heartlake Pizzeria has all the equipment needed to play at making and baking fresh pizza in the kitchen. Serve them out on the restaurant balcony, or use the phone to take orders then deliver them with Oliver on the scooter. There’s even a stand selling basil and tomato plants to happy customers. Includes two mini-doll figures.
Includes Emma and Oliver mini-doll figures.
Features a two-story Pizzeria building and a delivery scooter.
The Pizzeria building features a downstairs kitchen with opening door and windows, a pizza oven, worktop, sink, hob, cash register and plant stand, plus an upstairs restaurant balcony with tables and stools.
Kitchen accessory elements include a pizza base, three pizzas with different toppings, pizza slice, pizza paddle, frying pan, cheese grater, bowl, hand whisk, rolling pin, food container, sauce bottle, and tomato and basil plants.
Restaurant accessory elements include plates, glasses, mobile phone, cash register and a bill.
Prepare pizzas in the restaurant kitchen and use the paddle to place them in the pizza oven.
Take orders for delivery over the phone, then jump on the scooter to deliver them.
Help Emma serve fresh pizza to customers on the restaurant balcony.
This set offers an age-appropriate build and play experience for ages 5-12.
Pizzeria building measures over 5” (15cm) high, 4” (12cm) wide and 4” (12cm) deep.
Delivery scooter measures over 1” (5cm) high, 2” (7cm) long and 1” (3cm) wide.",Easy,Heartlake Pizzeria,4.1,Friends,3.7,DN,0.10380622837370242,4.8
5281,6-12,27.6,3.0,246.0,5.0,Keep warm with delicious hot chocolate from the van!,41319,"Drive and play in the hot chocolate van with rotating hot chocolate mug icon on top for all to see. Inside there’s a hot chocolate machine with whipped cream and cookies to sell. Outside there’s a table for customers and a double slide with 2 sledges for endless winter fun. Includes 2 mini-doll figures.
Includes Mia and Amanda mini-doll figures in winter outfits.
Features a hot chocolate van with sliding service window, cash register and a hot chocolate machine, plus a table and a sledging slope with 2 sledges.
Accessory elements include 2 mugs, whipped cream, cookies, bill and a map.
Drive the hot chocolate van until you find the perfect place to set up shop.
Top each mug with delicious whipped cream for a luxurious hot drink experience.
Have fun whizzing down the double slide on the 2 sledges.
Hot chocolate truck measures over 4” (11cm) high, 4” (12cm) long and 1” (5cm) wide.
Double slide measures over 3” (8cm) high, 2” (6cm) wide and 2” (6cm) deep.
Each sledge measures over 1” (4cm) long and under 1” (1cm) high and 2” (1cm) wide.",Easy,Snow Resort Hot Chocolate Van,4.0,Friends,4.0,DN,0.11219512195121951,4.5
5282,6-12,21.6,1.0,223.0,5.0,Drive to the rescue in Heartlake City with Olivia and Zobo.,41333,"LEGO® Friends Olivia’s Mission Vehicle comes with an Olivia mini-doll, a buildable Zobo figure and a cat figure, and there is room to fit all 5 girls from Heartlake City inside this popular kids’ toy! Discover the secret compartment under Zobo’s control center with a map of Heartlake City Park. Use the satellite to find people who need help and put up the ladder to help rescue the cat from the tree.
Includes an Olivia mini-doll figure, plus a buildable Zobo figure and a Vega the cat figure.
Features a truck-style vehicle with rooftop control center, computer, secret compartment and a removable roof with room inside for 5 mini-doll figures, plus a small park scene with a tree.
Accessory elements include a Heartlake City Park map, ladder and a cookie.
Jump into the mission vehicle with Olivia and Zobo, and rush to anyone who needs their help around Heartlake City.
Use the ladder to rescue the little cat from the tree in Heartlake City Park.
Help Zobo keep on top of any situation from his rooftop control center.
Lift off the control center to discover the secret compartment under the roof of this popular kids’ toy!
Suitable for ages 6-12.
Olivia's mission vehicle measures over 3” (10cm) high, 5” (13cm) long and 1” (5cm) wide.
Park scene measures over 1” (3cm) high, 1” (3cm) wide and 1” (4cm) deep.
Combine with 41331 Stephanie's Soccer Practice, 41332 Emma's Art Stand, 41334 Andrea’s Park Performance and 41335 Mia’s Tree House for more fun in Heartlake City Park.
Remove Zobo’s control center to park Olivia’s mission vehicle in the garage of the 41340 Friendship House.",,Olivia's Mission Vehicle,5.0,Friends,5.0,DN,0.0968609865470852,4.8
5283,6-12,21.6,,210.0,,Spend a day painting in the park with Emma and Chico!,41332,"Use the scooter to tow LEGO® Friends Emma’s Art Stand wherever you like with this cool toy for kids. It has double windows that open as a sales hatch, various artwork tiles, a cash register, Heartlake City Park map and a bed for Emma’s cat. Lift off the roof or swing open the entire back of the trailer for easy play inside. There's also a separate area with an easel and stool next to a tree. Includes a mini-doll figure plus cat figure.
Includes an Emma mini-doll figure, plus a Chico the cat figure.
Features an art stand trailer that opens up in 3 different ways, and a sales hatch, cash register and a cat bed, plus a scooter and separate painting area with an easel, stool and a tree.
Accessory elements include a safety helmet, several artwork tiles, price list, Heartlake City Park map, ‘I love Heartlake City' mug, cookie and a bow.
Help Emma paint pictures of all her best friends in their favorite locations around Heartlake City.
Drive around on the scooter to visit friends or tow the art stand to Heartlake City Park.
Look after Chico and put a cool blue bow on his head.
Open up the art stand in 3 different ways for easy play inside this cool toy for kids.
Suitable for ages 6-12.
Emma's art stand measures over 3” (9cm) high, 5” (14cm) long and 2” (6cm) wide.
Scooter measures over 1” (5cm) high, 1” (5cm) long and under 1” (1cm) wide.
Combine with 41331 Stephanie's Soccer Practice, 41333 Olivia's Mission Vehicle, 41334 Andrea’s Park Performance and 41335 Mia’s Tree House for more fun in Heartlake City Park.",,Emma's Art Stand,,Friends,,DN,0.10285714285714287,4.8
